"antioquia police chief colonel waldemar franklin quintero","http://dbpedia.org/resource/Waldemar_Franklin_Quintero"
"antioquia police department chief waldemar franklin quintero","http://dbpedia.org/resource/Waldemar_Franklin_Quintero"
"archbishop arturo rivera y damas","http://dbpedia.org/resource/Arturo_Rivera_y_Damas"
"archbishop oscar arnulfo romero","http://dbpedia.org/resource/Óscar_Romero"
"argentina's president carlos menem","http://dbpedia.org/resource/Carlos_Menem"
"argentine president carlos menem","http://dbpedia.org/resource/Carlos_Menem"
"auxiliary bishop gregorio rosa chavez","http://dbpedia.org/resource/Gregorio_Rosa_Chávez"
"bishop gregorio rosa chavez","http://dbpedia.org/resource/Gregorio_Rosa_Chávez"
"bolivian president jaime paz zamora","http://dbpedia.org/resource/Jaime_Paz_Zamora"
"candidate senator luis carlos galan","http://dbpedia.org/resource/Luis_Carlos_Galán"
"central america university rector ignacio ellacuria","http://dbpedia.org/resource/Ignacio_Ellacuría"
"central american university rector ignacio ellacuria","http://dbpedia.org/resource/Ignacio_Ellacuría"
"chilean president augusto pinochet","http://dbpedia.org/resource/Augusto_Pinochet"
"chilean president patricio aylwin","http://dbpedia.org/resource/Patricio_Aylwin"
"chilean president-elect patricio","http://dbpedia.org/resource/Patricio_Aylwin"
"christian democrat jose napoleon duarte","http://dbpedia.org/resource/José_Napoleón_Duarte"
"christian democratic president jose napoleon duarte","http://dbpedia.org/resource/José_Napoleón_Duarte"
"christian democratic president vinicio cerezo","http://dbpedia.org/resource/Vinicio_Cerezo"
"col rene emilio ponce","http://dbpedia.org/resource/René_Emilio_Ponce"
"col. rene emilio ponce","http://dbpedia.org/resource/René_Emilio_Ponce"
"colombia's president virgilio barco","http://dbpedia.org/resource/Virgilio_Barco_Vargas"
"colombian drug trafficker gonzalo rodriguez gacha, otherwise known as ""el mexicano,""","http://dbpedia.org/resource/José_Gonzalo_Rodríguez_Gacha"
"colombian justice minister monica de greiff","http://dbpedia.org/resource/Mónica_de_Greiff"
"colombian leader virgilio barco","http://dbpedia.org/resource/Virgilio_Barco_Vargas"
"colombian liberal party candidate luis carlos galan","http://dbpedia.org/resource/Luis_Carlos_Galán"
"colombian political leader luis carlos galan","http://dbpedia.org/resource/Luis_Carlos_Galán"
"colombian president virgilio barco","http://dbpedia.org/resource/Virgilio_Barco_Vargas"
"colombian president virgilio barco vargas","http://dbpedia.org/resource/Virgilio_Barco_Vargas"
"colonel rene emilio ponce","http://dbpedia.org/resource/René_Emilio_Ponce"
"colonel rene ponce","http://dbpedia.org/resource/René_Emilio_Ponce"
"colonel waldemar franklin quintero","http://dbpedia.org/resource/Waldemar_Franklin_Quintero"
"commander daniel ortega","http://dbpedia.org/resource/Daniel_Ortega"
"costa rican president oscar arias","http://dbpedia.org/resource/Óscar_Arias"
"costa rican president oscar arias sanchez","http://dbpedia.org/resource/Óscar_Arias"
"das [administrative department of security] director miguel maza marquez","http://dbpedia.org/resource/Miguel_Maza_Márquez"
"democratic convergence leader ruben zamora","http://dbpedia.org/resource/Rubén_Zamora"
"director general miguel maza marquez","http://dbpedia.org/resource/Miguel_Maza_Márquez"
"dr guillermo cano","http://dbpedia.org/resource/Guillermo_Cano_Isaza"
"dr ignacio ellacuria","http://dbpedia.org/resource/Ignacio_Ellacuría"
"dr ignacio martin baro","http://dbpedia.org/resource/Ignacio_Martín-Baró"
"dr luis carlos galan","http://dbpedia.org/resource/Luis_Carlos_Galán"
"dr segundo montes","http://dbpedia.org/resource/Segundo_Montes"
"dr. virgilio barco","http://dbpedia.org/resource/Virgilio_Barco_Vargas"
"drug kingping gonzalo rodriguez gacha (alias the mexican)","http://dbpedia.org/resource/José_Gonzalo_Rodríguez_Gacha"
"drug trafficker jose gonzalo rodriguez gacha, aka ""the mexican,""","http://dbpedia.org/resource/José_Gonzalo_Rodríguez_Gacha"
"drug trafficker pablo escobar gaviria","http://dbpedia.org/resource/Pablo_Escobar"
"el espectador director guillermo cano","http://dbpedia.org/resource/Guillermo_Cano_Isaza"
"extreme right-wing deputy roberto d'aubuisson","http://dbpedia.org/resource/Roberto_D'Aubuisson"
"father ellacuria","http://dbpedia.org/resource/Ignacio_Ellacuría"
"father ignacio ellacuria","http://dbpedia.org/resource/Ignacio_Ellacuría"
"former argentine president raul alfonsin","http://dbpedia.org/resource/Raúl_Alfonsín"
"former colombian justice minister monica de greiff","http://dbpedia.org/resource/Mónica_de_Greiff"
"former general manuel antonio noriega","http://dbpedia.org/resource/Manuel_Noriega"
"former government minister cesar gaviria trujillo","http://dbpedia.org/resource/César_Gaviria"
"former justice minister monica de greiff","http://dbpedia.org/resource/Mónica_de_Greiff"
"former major roberto d'aubuisson","http://dbpedia.org/resource/Roberto_D'Aubuisson"
"former president jose napoleon duarte","http://dbpedia.org/resource/José_Napoleón_Duarte"
"former president julio cesar turbay ayala","http://dbpedia.org/resource/Julio_César_Turbay_Ayala"
"former president raul alfonsin","http://dbpedia.org/resource/Raúl_Alfonsín"
"gen. pinochet","http://dbpedia.org/resource/Augusto_Pinochet"
"general augusto pinochet","http://dbpedia.org/resource/Augusto_Pinochet"
"general commander carlos pizarro leongomez","http://dbpedia.org/resource/Carlos_Pizarro_Leongómez"
"general manuel noriega","http://dbpedia.org/resource/Manuel_Noriega"
"general miguel alfredo maza marquez","http://dbpedia.org/resource/Miguel_Maza_Márquez"
"general miguel maza marquez","http://dbpedia.org/resource/Miguel_Maza_Márquez"
"general mr. javier perez de cuellar","http://dbpedia.org/resource/Javier_Pérez_de_Cuéllar"
"general pinochet","http://dbpedia.org/resource/Augusto_Pinochet"
"gonzalo rodriguez gacha alias ""the mexican,""","http://dbpedia.org/resource/José_Gonzalo_Rodríguez_Gacha"
"gonzalo rodriguez gacha, a.k.a the mexican","http://dbpedia.org/resource/José_Gonzalo_Rodríguez_Gacha"
"gonzalo rodriguez gacha, alias ""el mejicano,""","http://dbpedia.org/resource/José_Gonzalo_Rodríguez_Gacha"
"gonzalo rodriguez gacha, alias the mexican","http://dbpedia.org/resource/José_Gonzalo_Rodríguez_Gacha"
"gonzalo rodriguez gacha, also known as ""el mexicano,""","http://dbpedia.org/resource/José_Gonzalo_Rodríguez_Gacha"
"government minister cesar gaviria trujillo","http://dbpedia.org/resource/César_Gaviria"
"guatemala president vinicio cerezo","http://dbpedia.org/resource/Vinicio_Cerezo"
"guatemalan president marco vinicio cerezo arevalo","http://dbpedia.org/resource/Vinicio_Cerezo"
"guatemalan president vinicio cerezo","http://dbpedia.org/resource/Vinicio_Cerezo"
"guatemalan president vinicio cerezo arevalo","http://dbpedia.org/resource/Vinicio_Cerezo"
"honduran president jose azcona hoyo","http://dbpedia.org/resource/José_Azcona_del_Hoyo"
"journalist guillermo cano","http://dbpedia.org/resource/Guillermo_Cano_Isaza"
"justice minister monica de greiff","http://dbpedia.org/resource/Mónica_de_Greiff"
"lawyer patricio aylwin","http://dbpedia.org/resource/Patricio_Aylwin"
"leader bernardo jaramillo","http://dbpedia.org/resource/Bernardo_Jaramillo_Ossa"
"leader carlos pizarro leongomez","http://dbpedia.org/resource/Carlos_Pizarro_Leongómez"
"liberal cesar gaviria trujillo","http://dbpedia.org/resource/César_Gaviria"
"liberal leader luis carlos galan","http://dbpedia.org/resource/Luis_Carlos_Galán"
"liberal party candidate cesar gaviria trujillo","http://dbpedia.org/resource/César_Gaviria"
"liberal party leader luis carlos galan","http://dbpedia.org/resource/Luis_Carlos_Galán"
"liberal party leader luis carlos galan sarmiento","http://dbpedia.org/resource/Luis_Carlos_Galán"
"liberal president virgilio barco","http://dbpedia.org/resource/Virgilio_Barco_Vargas"
"liberal presidential candidate luis carlos galan","http://dbpedia.org/resource/Luis_Carlos_Galán"
"liberal presidential candidate luis carlos galan sarmiento","http://dbpedia.org/resource/Luis_Carlos_Galán"
"m-19 [19 april movement] president carlos pizarro leongomez","http://dbpedia.org/resource/Carlos_Pizarro_Leongómez"
"m-19 commander carlos pizarro","http://dbpedia.org/resource/Carlos_Pizarro_Leongómez"
"m-19 commander carlos pizarro leongomez","http://dbpedia.org/resource/Carlos_Pizarro_Leongómez"
"m-19 leader carlos pizarro","http://dbpedia.org/resource/Carlos_Pizarro_Leongómez"
"maj d'aubuisson","http://dbpedia.org/resource/Roberto_D'Aubuisson"
"maj roberto d'aubuisson","http://dbpedia.org/resource/Roberto_D'Aubuisson"
"major d'aubuisson","http://dbpedia.org/resource/Roberto_D'Aubuisson"
"major roberto d'aubuisson","http://dbpedia.org/resource/Roberto_D'Aubuisson"
"major roberto d'aubuisson arrieta","http://dbpedia.org/resource/Roberto_D'Aubuisson"
"marshal kim il-song","http://dbpedia.org/resource/Kim_Il-sung"
"medellin cartel boss pablo escobar gaviria","http://dbpedia.org/resource/Pablo_Escobar"
"mexican president carlos salinas","http://dbpedia.org/resource/Carlos_Salinas_de_Gortari"
"monsignor arturo rivera y damas","http://dbpedia.org/resource/Arturo_Rivera_y_Damas"
"monsignor gregorio rosa chavez","http://dbpedia.org/resource/Gregorio_Rosa_Chávez"
"monsignor oscar arnulfo romero","http://dbpedia.org/resource/Óscar_Romero"
"mr alfredo cristiani","http://dbpedia.org/resource/Alfredo_Cristiani"
"mr augusto pinochet ugarte","http://dbpedia.org/resource/Augusto_Pinochet"
"mr javier perez de cuellar","http://dbpedia.org/resource/Javier_Pérez_de_Cuéllar"
"mr perez de cuellar","http://dbpedia.org/resource/Javier_Pérez_de_Cuéllar"
"mr. carlos pizarro leongomez","http://dbpedia.org/resource/Carlos_Pizarro_Leongómez"
"mrta chief victor polay","http://dbpedia.org/resource/Víctor_Polay"
"msgr arturo rivera y damas","http://dbpedia.org/resource/Arturo_Rivera_y_Damas"
"msgr gregorio rosa chavez","http://dbpedia.org/resource/Gregorio_Rosa_Chávez"
"msgr oscar arnulfo romero","http://dbpedia.org/resource/Óscar_Romero"
"newsman guillermo cano","http://dbpedia.org/resource/Guillermo_Cano_Isaza"
"newspaper director guillermo cano","http://dbpedia.org/resource/Guillermo_Cano_Isaza"
"nicaragua's daniel ortega","http://dbpedia.org/resource/Daniel_Ortega"
"nicaraguan president daniel ortega","http://dbpedia.org/resource/Daniel_Ortega"
"nicaraguan president daniel ortega saavedra","http://dbpedia.org/resource/Daniel_Ortega"
"nobel peace prize winner oscar arias","http://dbpedia.org/resource/Óscar_Arias"
"oas secretary general clemente baena soares","http://dbpedia.org/resource/João_Clemente_Baena_Soares"
"oas secretary general joao baena soares","http://dbpedia.org/resource/João_Clemente_Baena_Soares"
"oas secretary general joao clemente baena soares","http://dbpedia.org/resource/João_Clemente_Baena_Soares"
"officer colonel rene emilio ponce","http://dbpedia.org/resource/René_Emilio_Ponce"
"opposition leader patricio aylwin","http://dbpedia.org/resource/Patricio_Aylwin"
"panamanian general manuel antonio noriega","http://dbpedia.org/resource/Manuel_Noriega"
"panamanian president guillermo endara","http://dbpedia.org/resource/Guillermo_Endara"
"patriotic union [up] president bernardo jaramillo ossa","http://dbpedia.org/resource/Bernardo_Jaramillo_Ossa"
"peruvian chief executive alan garcia","http://dbpedia.org/resource/Alan_García"
"peruvian president alan garcia","http://dbpedia.org/resource/Alan_García"
"president alan garcia","http://dbpedia.org/resource/Alan_García"
"president alfonsin","http://dbpedia.org/resource/Raúl_Alfonsín"
"president alfredo cristiani","http://dbpedia.org/resource/Alfredo_Cristiani"
"president augusto pinochet","http://dbpedia.org/resource/Augusto_Pinochet"
"president bernardo jaramillo","http://dbpedia.org/resource/Bernardo_Jaramillo_Ossa"
"president carlos andres perez","http://dbpedia.org/resource/Carlos_Andrés_Pérez"
"president carlos menem","http://dbpedia.org/resource/Carlos_Menem"
"president carlos salinas de gortari","http://dbpedia.org/resource/Carlos_Salinas_de_Gortari"
"president daniel ortega","http://dbpedia.org/resource/Daniel_Ortega"
"president jaime paz zamora","http://dbpedia.org/resource/Jaime_Paz_Zamora"
"president jose azcona hoyo","http://dbpedia.org/resource/José_Azcona_del_Hoyo"
"president jose napoleon duarte","http://dbpedia.org/resource/José_Napoleón_Duarte"
"president kim il-song","http://dbpedia.org/resource/Kim_Il-sung"
"president menem","http://dbpedia.org/resource/Carlos_Menem"
"president of the republic guillermo endara","http://dbpedia.org/resource/Guillermo_Endara"
"president oscar arias","http://dbpedia.org/resource/Óscar_Arias"
"president patricio aylwin","http://dbpedia.org/resource/Patricio_Aylwin"
"president pinochet","http://dbpedia.org/resource/Augusto_Pinochet"
"president raul alfonsin","http://dbpedia.org/resource/Raúl_Alfonsín"
"president reagan","http://dbpedia.org/resource/Ronald_Reagan"
"president vinicio cerezo","http://dbpedia.org/resource/Vinicio_Cerezo"
"president vinicio cerezo arevalo","http://dbpedia.org/resource/Vinicio_Cerezo"
"president virgilio barco","http://dbpedia.org/resource/Virgilio_Barco_Vargas"
"president virgilio barco vargas","http://dbpedia.org/resource/Virgilio_Barco_Vargas"
"president-elect alfredo cristiani","http://dbpedia.org/resource/Alfredo_Cristiani"
"priest ignacio ellacuria","http://dbpedia.org/resource/Ignacio_Ellacuría"
"republican ronald reagan","http://dbpedia.org/resource/Ronald_Reagan"
"rightist alfredo cristiani","http://dbpedia.org/resource/Alfredo_Cristiani"
"rightist deputy d'aubuisson","http://dbpedia.org/resource/Roberto_D'Aubuisson"
"rightist leader roberto d'aubuisson","http://dbpedia.org/resource/Roberto_D'Aubuisson"
"salvadoran archbishop arturo rivera damas","http://dbpedia.org/resource/Arturo_Rivera_y_Damas"
"salvadoran archbishop oscar arnulfo romero","http://dbpedia.org/resource/Óscar_Romero"
"salvadoran armed forces colonel rene emilio ponce","http://dbpedia.org/resource/René_Emilio_Ponce"
"salvadoran president alfredo cristiani","http://dbpedia.org/resource/Alfredo_Cristiani"
"salvadoran president alfredo cristiani of the right-wing nationalist republican alliance (arena)","http://dbpedia.org/resource/Alfredo_Cristiani"
"salvadoran president jose napoleon duarte","http://dbpedia.org/resource/José_Napoleón_Duarte"
"salvadoran president-elect alfredo cristiani","http://dbpedia.org/resource/Alfredo_Cristiani"
"salvdoran president alfredo cristiani","http://dbpedia.org/resource/Alfredo_Cristiani"
"secretary general baena soares","http://dbpedia.org/resource/João_Clemente_Baena_Soares"
"secretary general ruben zamora","http://dbpedia.org/resource/Rubén_Zamora"
"senator luis carlos galan","http://dbpedia.org/resource/Luis_Carlos_Galán"
"senator luis carlos galan sarmiento","http://dbpedia.org/resource/Luis_Carlos_Galán"
"terrorist victor polay campos","http://dbpedia.org/resource/Víctor_Polay"
"the great leader president kim il-song","http://dbpedia.org/resource/Kim_Il-sung"
"the meeting costa rican president oscar arias","http://dbpedia.org/resource/Óscar_Arias"
"u.s. president reagan","http://dbpedia.org/resource/Ronald_Reagan"
"u.s. president ronald reagan","http://dbpedia.org/resource/Ronald_Reagan"
"uca rector ignacio ellacuria","http://dbpedia.org/resource/Ignacio_Ellacuría"
"ultra-rightwing deputy roberto d'aubuisson","http://dbpedia.org/resource/Roberto_D'Aubuisson"
"un secretary general javier perez de cuellar","http://dbpedia.org/resource/Javier_Pérez_de_Cuéllar"
"un secretary general perez de cuellar","http://dbpedia.org/resource/Javier_Pérez_de_Cuéllar"
"uruguayan president julio maria sanguinetti","http://dbpedia.org/resource/Julio_María_Sanguinetti"
"venezuelan chief of state carlos andres perez","http://dbpedia.org/resource/Carlos_Andrés_Pérez"
"venezuelan president carlos andres perez","http://dbpedia.org/resource/Carlos_Andrés_Pérez"
"venezuelan president carlos andres perez' brother-in-law","http://dbpedia.org/resource/Carlos_Andrés_Pérez"
"victor polay campos, alias comrade rolando","http://dbpedia.org/resource/Víctor_Polay"
